sample_id,source_inventory,latitude,longitude,landslide,copernicus_elevation_m,copernicus_slope_deg,copernicus_aspect_deg,copernicus_plan_curvature,copernicus_profile_curvature,copernicus_twi,gpm_imerg_rainfall_1d_mm,gpm_imerg_rainfall_3d_mm,gpm_imerg_rainfall_7d_mm,gpm_imerg_peak_intensity_mm_h,smap_surface_moisture_m3m3,smap_rootzone_moisture_m3m3,smap_soil_saturation_ratio,sentinel1_sar_vv_db,sentinel1_sar_vh_db,sentinel1_polarimetric_ratio_vh_vv,sentinel1_interferometric_coherence,sentinel2_ndvi,sentinel2_ndwi,sentinel2_bsi,nasa_lhasa_nowcast_score,nasa_lhasa_antecedent_rainfall_index,nasa_lhasa_susceptibility_category,split
APDA-V2-NEG-0798,Spatial Negative Buffer Control,26.75733,87.85591,0,913.5,13.23,292.1,0.00082,-0.01885,5.07,10.41,23.69,56.69,1.73,0.22,0.203,0.521,-14.42,-25.66,-11.24,0.693,0.88,-0.132,-0.185,0.093,36.06,1.0,val
APDA-V2-NEG-0354,Spatial Negative Buffer Control,24.58676,93.248,0,577.8,0.47,217.0,0.00619,0.01982,9.23,14.74,19.69,31.39,2.46,0.21,0.193,0.498,-13.61,-21.02,-7.41,0.612,0.84,-0.151,0.012,0.48,17.8,1.0,val
APDA-V2-POS-0249,NASA COOLR (Verified Event),24.787,93.67743,1,941.3,43.35,190.7,-0.02724,0.04296,5.69,78.39,192.59,355.9,15.67,0.369,0.327,0.68,-10.7,-12.07,-1.38,0.42,0.241,0.497,0.465,0.766,298.96,5.0,val
APDA-V2-NEG-0470,Spatial Negative Buffer Control,25.42679,93.52857,0,1531.5,2.17,332.0,0.01179,0.0058,6.33,0.15,14.13,35.11,0.03,0.026,0.024,0.058,-10.48,-18.16,-7.68,0.666,0.715,-0.163,0.071,0.218,21.17,1.0,val
APDA-V2-NEG-0471,Spatial Negative Buffer Control,25.26249,92.94623,0,1696.7,0.56,1.2,0.00059,0.00137,9.22,21.06,39.56,51.75,3.51,0.235,0.216,0.472,-15.21,-18.65,-3.44,0.92,0.846,0.078,-0.111,0.078,29.68,2.0,val
APDA-V2-NEG-0219,Spatial Negative Buffer Control,24.99452,92.36354,0,736.4,3.0,287.0,-0.00664,0.00229,6.66,13.43,26.58,61.06,2.24,0.167,0.154,0.377,-12.0,-15.36,-3.36,0.836,0.744,-0.063,-0.121,0.053,30.55,1.0,val
APDA-V2-NEG-0632,Spatial Negative Buffer Control,24.96324,92.15148,0,1151.7,1.95,211.1,0.00425,-0.00986,6.45,19.13,40.61,60.13,3.19,0.228,0.21,0.461,-14.44,-19.78,-5.33,0.745,0.585,-0.103,0.056,0.264,24.34,2.0,val
APDA-V2-POS-0641,NASA COOLR (Verified Event),26.0101,93.42436,1,682.7,52.44,168.0,-0.04156,0.07735,5.28,48.49,99.57,175.11,12.62,0.51,0.466,0.943,-9.01,-16.79,-7.78,0.42,0.412,0.513,0.237,0.648,138.14,4.0,val
APDA-V2-NEG-0727,Spatial Negative Buffer Control,27.4597,88.83766,0,3662.9,0.05,241.9,0.007,0.01007,8.99,10.93,11.39,23.94,1.82,0.17,0.156,0.353,-10.31,-23.14,-12.82,0.74,0.879,-0.104,0.013,0.066,14.13,2.0,val
APDA-V2-POS-0476,NASA COOLR (Verified Event),27.18627,88.36587,1,1598.1,32.93,304.6,-0.08395,0.03697,5.21,125.32,220.94,496.4,17.21,0.356,0.316,0.68,-6.1,-10.52,-4.42,0.083,0.48,0.65,0.58,0.696,374.8,5.0,val
APDA-V2-POS-0064,NASA COOLR (Verified Event),25.53299,91.85962,1,1431.4,23.43,272.4,0.01265,0.04857,6.93,86.97,234.93,436.26,15.85,0.363,0.331,0.68,-9.11,-14.05,-4.94,0.42,0.33,0.588,0.345,0.706,337.55,5.0,val
APDA-V2-NEG-0730,Spatial Negative Buffer Control,27.99317,92.08193,0,3648.4,0.53,297.5,0.01093,0.01438,9.09,13.64,17.41,50.22,2.27,0.034,0.031,0.081,-13.83,-21.28,-7.45,0.873,0.55,-0.081,-0.051,0.19,29.95,1.0,val
APDA-V2-POS-0839,NASA COOLR (Verified Event),25.67233,94.10635,1,1108.0,35.4,127.1,-0.06609,0.06367,5.72,77.45,230.42,398.56,17.45,0.443,0.399,0.837,-9.4,-11.74,-2.35,0.24,0.48,0.636,0.58,0.896,378.52,5.0,val
APDA-V2-NEG-0702,Spatial Negative Buffer Control,24.98512,93.10421,0,418.7,1.43,65.6,0.01017,0.03873,8.58,28.0,40.88,51.78,4.67,0.296,0.272,0.662,-16.44,-20.5,-4.06,0.45,0.742,-0.131,-0.072,0.1,30.86,2.0,val
APDA-V2-POS-0537,NASA COOLR (Verified Event),27.68964,88.58446,1,2553.8,29.14,105.8,-0.07848,0.05466,5.83,47.08,213.73,454.36,12.38,0.406,0.36,0.744,-8.31,-14.81,-6.5,0.407,0.473,0.581,0.58,0.777,379.98,5.0,val
APDA-V2-NEG-0567,Spatial Negative Buffer Control,27.33285,87.92427,0,1723.8,5.15,328.6,0.00203,-0.01122,6.76,11.09,22.37,37.89,1.85,0.2,0.184,0.428,-16.11,-20.78,-4.68,0.707,0.88,0.15,-0.023,0.44,23.84,1.0,val
APDA-V2-NEG-0531,Spatial Negative Buffer Control,25.74313,92.03511,0,1465.2,1.65,156.9,0.00516,0.00133,6.98,1.37,7.98,15.49,0.23,0.262,0.241,0.571,-16.46,-21.43,-4.96,0.471,0.55,-0.058,-0.145,0.044,7.66,1.0,val
APDA-V2-POS-0706,NASA COOLR (Verified Event),27.3315,88.61067,1,1467.0,27.6,193.7,-0.05921,0.01312,5.8,165.82,360.07,427.54,24.62,0.391,0.345,0.68,-8.68,-17.44,-8.76,0.265,0.335,0.585,0.309,0.62,394.32,5.0,val
APDA-V2-POS-0619,NASA COOLR (Verified Event),26.17306,91.75955,1,1095.6,41.11,187.6,0.01183,0.07163,5.33,203.98,348.76,559.42,40.94,0.378,0.339,0.68,-7.72,-13.93,-6.21,0.096,0.301,0.378,0.58,0.869,463.83,5.0,val
APDA-V2-NEG-0745,Spatial Negative Buffer Control,26.48516,91.63468,0,1467.3,3.85,51.4,0.00514,0.00663,7.03,1.54,2.02,8.66,0.26,0.094,0.087,0.208,-17.92,-24.6,-6.67,0.905,0.779,-0.032,-0.045,0.06,5.62,2.0,val
APDA-V2-POS-0603,NASA COOLR (Verified Event),27.34962,92.41314,1,3507.5,36.91,106.9,-0.04055,0.03375,6.25,46.43,194.72,332.9,11.3,0.348,0.305,0.68,-11.39,-15.33,-3.94,0.42,0.12,0.65,0.492,0.62,286.33,4.0,val
APDA-V2-POS-0665,NASA COOLR (Verified Event),27.1871,88.35812,1,2724.3,33.34,319.9,-0.07189,0.07924,6.15,136.06,322.82,549.64,24.87,0.35,0.312,0.68,-13.12,-15.03,-1.91,0.15,0.29,0.569,0.58,0.676,416.74,4.0,val
APDA-V2-POS-0811,NASA COOLR (Verified Event),27.3294,88.6049,1,3030.7,29.71,184.2,-0.05731,0.0385,6.03,102.17,201.59,365.2,22.98,0.463,0.424,0.893,-9.59,-13.36,-3.77,0.222,0.39,0.65,0.58,0.774,326.59,4.0,val
APDA-V2-POS-0404,NASA COOLR (Verified Event),25.6149,90.58709,1,1563.8,35.27,200.9,-0.03165,0.02582,6.21,64.25,201.78,323.02,9.78,0.427,0.378,0.744,-8.99,-12.04,-3.05,0.237,0.48,0.65,0.494,0.911,267.86,4.0,val
APDA-V2-POS-0239,NASA COOLR (Verified Event),25.07663,93.15852,1,1747.0,37.85,208.8,-0.05491,0.02077,5.35,57.44,206.03,388.3,15.1,0.348,0.303,0.68,-11.71,-13.38,-1.66,0.42,0.125,0.417,0.417,0.719,312.6,4.0,val
APDA-V2-NEG-0188,Spatial Negative Buffer Control,26.07086,93.72467,0,676.9,5.9,221.4,0.00697,0.00143,7.21,0.26,19.61,39.73,0.04,0.225,0.207,0.515,-12.37,-24.3,-11.93,0.72,0.863,-0.108,-0.123,0.105,23.9,1.0,val
APDA-V2-NEG-0206,Spatial Negative Buffer Control,27.4684,93.85017,0,1457.9,0.14,294.5,-0.02079,0.00913,9.29,2.03,23.47,35.66,0.34,0.11,0.102,0.23,-12.31,-21.34,-9.03,0.881,0.88,-0.13,-0.191,0.053,19.46,1.0,val
APDA-V2-POS-0319,NASA COOLR (Verified Event),25.43952,92.19844,1,1250.8,37.65,177.1,-0.00961,0.07351,6.02,112.09,266.8,464.67,25.99,0.381,0.334,0.68,-11.23,-11.38,-0.15,0.08,0.21,0.65,0.58,0.932,369.35,4.0,val
APDA-V2-NEG-0503,Spatial Negative Buffer Control,25.548,93.77153,0,872.1,3.89,23.9,0.00095,0.00897,7.03,7.91,12.33,49.93,1.32,0.129,0.119,0.304,-12.58,-21.61,-9.03,0.45,0.58,-0.162,-0.029,0.449,30.3,3.0,val
APDA-V2-POS-0573,NASA COOLR (Verified Event),25.57055,91.87738,1,1648.9,38.63,256.9,0.00441,0.04213,5.07,35.0,84.11,366.45,11.78,0.431,0.395,0.884,-10.42,-15.53,-5.12,0.08,0.48,0.65,0.58,0.62,335.84,4.0,val
APDA-V2-POS-0171,NASA COOLR (Verified Event),25.75941,91.90708,1,1341.7,32.55,164.1,0.00522,0.02562,5.08,147.58,244.23,320.0,25.38,0.439,0.404,0.912,-6.89,-19.26,-12.38,0.338,0.194,0.65,0.41,0.757,256.69,5.0,val
APDA-V2-NEG-0402,Spatial Negative Buffer Control,25.56565,91.60124,0,1633.0,0.07,340.6,-0.00371,-0.00748,8.92,4.07,26.63,44.82,0.68,0.192,0.177,0.425,-12.8,-23.05,-10.25,0.713,0.764,-0.204,-0.13,0.48,27.39,1.0,val
APDA-V2-NEG-0600,Spatial Negative Buffer Control,27.94632,88.43235,0,3563.3,2.31,56.1,-0.01165,0.01971,8.12,0.15,15.89,40.54,0.03,0.228,0.209,0.529,-14.34,-22.86,-8.52,0.797,0.799,-0.044,-0.04,0.063,21.17,2.0,val
APDA-V2-POS-0577,NASA COOLR (Verified Event),26.1764,91.75469,1,1789.2,27.24,177.9,-0.07044,0.02463,5.92,56.18,188.16,312.87,11.99,0.394,0.35,0.793,-11.69,-16.5,-4.8,0.374,0.255,0.503,0.58,0.853,263.93,5.0,val
APDA-V2-POS-0551,NASA COOLR (Verified Event),25.60075,90.58694,1,636.4,37.2,199.3,-0.00918,0.03673,5.93,43.21,95.03,363.64,10.14,0.47,0.448,0.982,-7.42,-13.59,-6.17,0.42,0.393,0.65,0.58,0.7,276.42,5.0,val
APDA-V2-NEG-0057,Spatial Negative Buffer Control,27.50233,92.23978,0,2556.2,13.67,8.3,-0.01907,0.00938,6.06,14.84,21.84,40.9,2.47,0.148,0.136,0.352,-15.27,-19.52,-4.25,0.656,0.88,0.15,-0.2,0.272,16.56,2.0,val
APDA-V2-POS-0374,NASA COOLR (Verified Event),27.10394,93.61564,1,2632.0,31.44,187.4,-0.01118,0.02643,5.74,80.32,228.91,300.91,14.6,0.36,0.316,0.685,-9.27,-19.04,-9.77,0.115,0.35,0.65,0.58,0.62,282.54,5.0,val
APDA-V2-POS-0094,NASA COOLR (Verified Event),26.17563,91.75834,1,1477.5,36.12,155.4,-0.01145,0.01739,5.96,55.69,129.42,218.5,17.46,0.435,0.398,0.807,-10.96,-14.93,-3.98,0.08,0.42,0.285,0.58,0.925,206.84,5.0,val
APDA-V2-NEG-0821,Spatial Negative Buffer Control,25.69896,91.32407,0,1466.2,9.7,3.2,0.00225,-0.00541,5.88,1.9,13.2,31.08,0.32,0.225,0.207,0.476,-13.14,-22.49,-9.35,0.862,0.667,-0.25,0.034,0.269,12.49,1.0,val
APDA-V2-POS-0638,NASA COOLR (Verified Event),25.07538,93.15945,1,799.3,43.86,156.1,-0.08741,0.04554,4.73,65.71,149.93,447.21,10.14,0.449,0.4,0.805,-12.63,-12.39,0.25,0.255,0.477,0.378,0.254,0.683,408.24,5.0,val
APDA-V2-NEG-0373,Spatial Negative Buffer Control,27.90145,92.25807,0,2039.0,4.01,55.5,0.00255,0.00261,6.88,28.0,28.55,37.67,4.67,0.084,0.078,0.18,-17.13,-18.17,-1.04,0.574,0.702,-0.121,-0.051,0.337,15.27,2.0,val
APDA-V2-NEG-0063,Spatial Negative Buffer Control,27.16796,88.11731,0,1951.9,4.11,32.3,0.00717,0.01506,7.47,0.68,9.98,41.76,0.11,0.069,0.063,0.155,-13.92,-21.34,-7.41,0.811,0.88,-0.152,0.033,0.412,20.85,2.0,val
APDA-V2-POS-0300,NASA COOLR (Verified Event),25.57519,91.88328,1,1113.2,35.55,235.2,-0.02409,0.05288,6.01,61.62,120.48,314.51,9.78,0.475,0.436,0.911,-5.98,-16.38,-10.4,0.193,0.48,0.643,0.58,0.895,258.38,5.0,val
APDA-V2-NEG-0014,Spatial Negative Buffer Control,27.5829,88.5005,0,1483.4,3.43,77.5,0.00553,0.01438,6.8,8.14,27.27,63.96,1.36,0.164,0.151,0.372,-16.69,-18.7,-2.0,0.602,0.88,0.031,-0.017,0.48,33.47,1.0,val
APDA-V2-NEG-0427,Spatial Negative Buffer Control,24.83639,93.43495,0,1448.1,5.62,12.7,0.00552,0.00825,6.38,5.24,26.63,30.89,0.87,0.124,0.114,0.283,-15.47,-18.3,-2.82,0.866,0.697,-0.043,-0.03,0.265,13.89,2.0,val
APDA-V2-POS-0889,NASA COOLR (Verified Event),25.17455,93.0225,1,1165.5,49.97,230.3,-0.04819,0.0401,5.68,72.7,225.03,379.17,12.04,0.363,0.322,0.68,-11.0,-11.4,-0.41,0.288,0.48,0.65,0.416,0.89,313.26,5.0,val
APDA-V2-POS-0494,NASA COOLR (Verified Event),26.01164,93.41663,1,738.9,30.88,153.9,-0.00091,0.08688,6.2,94.19,145.41,313.9,19.42,0.437,0.4,0.887,-11.85,-14.02,-2.17,0.36,0.251,0.65,0.58,0.825,284.37,5.0,val
APDA-V2-NEG-0059,Spatial Negative Buffer Control,26.75748,93.44664,0,937.6,15.44,258.5,-0.00707,-0.00273,5.68,13.86,18.29,58.03,2.31,0.099,0.091,0.205,-15.72,-24.04,-8.32,0.849,0.752,-0.124,-0.133,0.32,26.01,2.0,val
APDA-V2-POS-0782,NASA COOLR (Verified Event),25.59858,90.57777,1,1202.2,31.86,40.6,-0.05705,-0.00778,6.06,48.47,244.65,439.13,13.19,0.36,0.32,0.68,-10.61,-18.81,-8.2,0.217,0.363,0.65,0.379,0.879,367.05,5.0,val
APDA-V2-POS-0828,NASA COOLR (Verified Event),24.832,92.79462,1,1014.6,34.21,151.2,-0.01422,0.00697,6.26,67.35,163.73,427.83,15.22,0.349,0.309,0.68,-8.89,-15.69,-6.8,0.318,0.467,0.339,0.246,0.667,374.0,5.0,val
APDA-V2-NEG-0652,Spatial Negative Buffer Control,25.22231,91.68174,0,718.7,6.42,38.0,0.00632,-0.00352,6.76,4.83,21.34,37.32,0.81,0.083,0.076,0.169,-12.67,-15.32,-2.64,0.801,0.701,-0.127,0.042,0.075,23.71,2.0,val
APDA-V2-POS-0005,NASA COOLR (Verified Event),25.60453,90.58828,1,819.6,40.62,183.5,-0.15242,0.04893,5.93,66.52,238.82,481.38,16.66,0.405,0.374,0.799,-9.0,-15.41,-6.41,0.357,0.48,0.65,0.58,0.755,402.94,5.0,val
APDA-V2-POS-0763,NASA COOLR (Verified Event),25.17493,93.02112,1,689.7,40.18,217.0,-0.02293,0.02117,4.97,54.32,162.3,335.44,15.09,0.419,0.382,0.832,-7.62,-15.54,-7.93,0.42,0.48,0.65,0.58,0.844,314.29,5.0,val
APDA-V2-POS-0601,NASA COOLR (Verified Event),27.3322,88.61059,1,3510.9,41.81,298.8,-0.0061,0.00849,5.99,35.0,134.18,295.21,8.39,0.441,0.403,0.859,-10.05,-21.33,-11.28,0.309,0.48,0.65,0.523,0.98,239.19,4.0,val
APDA-V2-POS-0565,NASA COOLR (Verified Event),23.74262,92.70841,1,1384.7,21.65,161.6,-0.01325,0.06313,7.01,35.0,170.71,468.92,11.62,0.48,0.443,0.944,-11.62,-15.79,-4.17,0.336,0.274,0.388,0.58,0.882,425.65,4.0,val
APDA-V2-POS-0489,NASA COOLR (Verified Event),25.56996,91.87917,1,1064.8,37.2,155.8,-0.0551,0.04662,5.83,104.13,185.55,455.63,28.85,0.457,0.411,0.912,-8.67,-20.26,-11.59,0.08,0.341,0.643,0.465,0.76,401.68,4.0,val
APDA-V2-POS-0545,NASA COOLR (Verified Event),25.67741,94.11036,1,689.9,47.67,178.7,-0.05245,0.01353,5.02,65.02,229.4,441.76,11.64,0.346,0.301,0.68,-10.35,-12.28,-1.93,0.214,0.43,0.65,0.44,0.955,342.64,4.0,val
APDA-V2-NEG-0897,Spatial Negative Buffer Control,27.72046,92.12832,0,2699.1,2.71,52.4,-0.00359,-0.00416,7.82,6.66,18.21,24.71,1.11,0.203,0.186,0.417,-16.35,-19.83,-3.48,0.92,0.868,0.049,-0.064,0.338,10.52,1.0,val
APDA-V2-POS-0623,NASA COOLR (Verified Event),27.18648,88.36241,1,2065.7,29.12,220.4,-0.07668,0.06105,6.09,70.31,167.98,457.89,12.98,0.426,0.378,0.828,-12.11,-15.08,-2.98,0.368,0.456,0.293,0.278,0.98,407.83,4.0,val
APDA-V2-NEG-0061,Spatial Negative Buffer Control,23.44951,92.56096,0,694.5,0.39,277.8,0.01796,-0.00842,8.12,8.84,20.0,42.49,1.47,0.099,0.091,0.214,-12.23,-16.72,-4.49,0.776,0.553,0.009,-0.2,0.088,21.81,2.0,val
APDA-V2-POS-0884,NASA COOLR (Verified Event),25.30502,91.70657,1,1905.1,33.83,144.9,-0.0493,0.06305,6.02,115.55,189.97,249.29,28.94,0.489,0.437,0.885,-10.6,-17.73,-7.13,0.181,0.48,0.562,0.58,0.798,233.78,5.0,val
APDA-V2-NEG-0645,Spatial Negative Buffer Control,27.18183,92.55476,0,2325.4,0.19,301.2,0.00038,-0.00629,8.3,1.93,24.18,48.56,0.32,0.298,0.274,0.648,-12.13,-20.84,-8.71,0.461,0.827,-0.045,0.005,0.033,23.35,1.0,val
APDA-V2-POS-0220,NASA COOLR (Verified Event),26.17161,91.76178,1,996.3,25.91,139.9,-0.03431,0.01536,6.61,97.81,286.42,506.9,17.44,0.445,0.409,0.807,-9.41,-12.85,-3.44,0.232,0.48,0.65,0.418,0.822,452.84,5.0,val
APDA-V2-POS-0765,NASA COOLR (Verified Event),24.83417,92.8025,1,549.6,41.35,220.9,-0.01614,-0.00533,4.92,108.22,262.56,532.77,22.61,0.414,0.366,0.74,-9.81,-11.83,-2.02,0.137,0.365,0.65,0.53,0.749,403.83,5.0,val
APDA-V2-POS-0138,NASA COOLR (Verified Event),27.69388,88.58592,1,2332.1,45.13,218.4,-0.05056,0.04924,5.05,94.33,284.37,428.37,20.35,0.47,0.427,0.923,-12.37,-12.6,-0.23,0.249,0.329,0.6,0.557,0.827,361.81,4.0,val
APDA-V2-POS-0070,NASA COOLR (Verified Event),25.18276,93.02534,1,700.3,29.35,141.8,-0.08356,0.03634,5.55,80.11,154.96,321.4,15.24,0.386,0.357,0.738,-8.72,-16.96,-8.24,0.265,0.48,0.65,0.454,0.62,289.07,5.0,val
APDA-V2-NEG-0842,Spatial Negative Buffer Control,24.97433,91.42413,0,851.9,0.98,146.7,-0.00688,0.00855,7.55,1.28,13.09,50.7,0.21,0.057,0.052,0.128,-7.05,-21.17,-14.13,0.858,0.671,0.011,-0.138,0.48,23.97,1.0,val
APDA-V2-NEG-0106,Spatial Negative Buffer Control,25.96329,91.64463,0,675.9,0.99,73.8,-0.01599,-0.01273,8.92,10.85,30.5,53.52,1.81,0.148,0.136,0.311,-17.24,-20.27,-3.03,0.745,0.608,-0.088,-0.048,0.374,30.95,1.0,val
APDA-V2-NEG-0171,Spatial Negative Buffer Control,26.02455,92.10928,0,738.7,1.96,63.3,0.00321,0.01367,8.09,2.27,16.7,29.17,0.38,0.194,0.179,0.413,-14.35,-22.97,-8.62,0.919,0.771,0.15,-0.2,0.074,13.72,1.0,val
APDA-V2-NEG-0356,Spatial Negative Buffer Control,25.52504,94.49941,0,1276.4,1.72,18.3,-0.00437,0.00921,7.91,18.89,25.23,61.54,3.15,0.053,0.048,0.119,-12.22,-20.53,-8.31,0.616,0.664,-0.051,-0.114,0.3,27.23,1.0,val
APDA-V2-POS-0498,NASA COOLR (Verified Event),27.35112,92.42329,1,1535.0,35.05,210.4,-0.00222,0.01883,5.95,65.15,179.62,319.12,12.53,0.342,0.298,0.68,-9.51,-14.7,-5.2,0.112,0.242,0.614,0.58,0.642,251.62,5.0,val
APDA-V2-NEG-0475,Spatial Negative Buffer Control,27.65375,88.93455,0,3262.8,4.17,284.1,0.00787,0.01264,6.22,8.66,11.39,17.54,1.44,0.28,0.257,0.641,-12.32,-23.24,-10.93,0.865,0.748,-0.106,-0.114,0.33,11.22,2.0,val
APDA-V2-POS-0891,NASA COOLR (Verified Event),24.82763,92.79951,1,406.2,32.8,23.1,-0.00799,0.05182,6.44,80.44,138.1,200.82,18.47,0.389,0.358,0.703,-9.66,-16.0,-6.34,0.08,0.131,0.65,0.395,0.65,179.96,5.0,val
APDA-V2-NEG-0022,Spatial Negative Buffer Control,25.22536,92.24241,0,1004.6,2.62,150.7,0.00112,0.01352,7.94,0.18,4.01,25.98,0.03,0.125,0.115,0.264,-15.59,-16.01,-0.42,0.643,0.741,-0.021,-0.105,0.196,15.23,1.0,val
APDA-V2-NEG-0519,Spatial Negative Buffer Control,27.51176,92.69433,0,2051.6,3.34,258.3,0.01717,0.01497,7.67,8.41,26.54,61.5,1.4,0.102,0.094,0.209,-11.54,-16.9,-5.37,0.458,0.595,0.059,-0.123,0.106,26.39,2.0,val
APDA-V2-POS-0437,NASA COOLR (Verified Event),27.09545,93.61945,1,1993.5,32.92,209.1,-0.05682,0.03452,4.94,97.62,217.58,384.63,20.82,0.386,0.35,0.785,-6.34,-16.2,-9.86,0.242,0.432,0.375,0.58,0.771,294.3,4.0,val
APDA-V2-POS-0566,NASA COOLR (Verified Event),25.67337,94.11859,1,1579.0,37.12,174.3,-0.02131,0.06874,5.85,73.35,282.72,439.97,15.94,0.337,0.309,0.68,-10.95,-18.58,-7.64,0.144,0.292,0.65,0.329,0.844,385.47,5.0,val
APDA-V2-NEG-0589,Spatial Negative Buffer Control,25.83783,92.19495,0,1690.8,4.02,58.3,-0.02347,-0.00695,6.57,4.42,9.0,13.16,0.74,0.123,0.113,0.28,-12.39,-24.62,-12.23,0.736,0.872,-0.073,-0.062,0.205,8.45,2.0,val
APDA-V2-POS-0882,NASA COOLR (Verified Event),27.03574,88.26503,1,1492.7,31.88,166.3,-0.01428,0.0104,4.9,71.25,187.7,326.78,19.1,0.44,0.408,0.887,-7.3,-22.52,-15.22,0.42,0.377,0.581,0.543,0.959,261.9,5.0,val
APDA-V2-POS-0456,NASA COOLR (Verified Event),27.35113,92.4171,1,2979.8,22.67,235.5,-0.07057,0.0146,6.84,59.98,132.6,269.93,10.86,0.482,0.43,0.888,-7.29,-12.02,-4.73,0.42,0.371,0.65,0.58,0.62,242.77,5.0,val
APDA-V2-NEG-0034,Spatial Negative Buffer Control,27.69696,88.38216,0,2905.9,0.33,209.3,-0.01239,-0.00188,9.5,1.17,19.11,39.53,0.2,0.189,0.174,0.423,-16.53,-15.38,1.15,0.504,0.772,-0.102,-0.176,0.203,17.25,1.0,val
APDA-V2-NEG-0466,Spatial Negative Buffer Control,25.00941,91.95672,0,1062.5,7.34,330.8,0.00672,-0.00183,6.73,8.29,21.07,44.62,1.38,0.184,0.169,0.403,-15.35,-22.98,-7.63,0.92,0.847,-0.211,-0.099,0.093,26.27,2.0,test
APDA-V2-NEG-0305,Spatial Negative Buffer Control,25.57622,93.60417,0,1658.9,5.43,142.6,-0.02309,0.00401,7.35,8.67,25.07,40.72,1.44,0.255,0.234,0.604,-10.33,-14.2,-3.87,0.711,0.659,-0.168,-0.041,0.187,22.13,1.0,test
APDA-V2-POS-0517,NASA COOLR (Verified Event),27.33383,88.61324,1,1481.2,30.05,88.0,-0.01967,0.02043,5.15,70.89,261.83,535.19,18.0,0.34,0.309,0.68,-7.98,-15.99,-8.0,0.23,0.48,0.546,0.57,0.759,500.67,5.0,test
APDA-V2-NEG-0326,Spatial Negative Buffer Control,25.80048,93.61188,0,1369.0,1.76,126.5,0.00843,-0.01178,7.88,7.28,18.83,55.38,1.21,0.227,0.209,0.483,-16.56,-23.21,-6.65,0.818,0.57,-0.037,-0.057,0.407,28.1,1.0,test
APDA-V2-NEG-0123,Spatial Negative Buffer Control,24.57508,93.28736,0,287.0,5.06,102.1,0.00993,0.01741,7.4,5.34,11.74,45.24,0.89,0.12,0.11,0.27,-10.39,-17.55,-7.16,0.45,0.88,-0.25,-0.033,0.205,29.26,1.0,test
APDA-V2-NEG-0741,Spatial Negative Buffer Control,26.00679,92.00882,0,1611.1,0.35,299.3,0.00798,-0.00597,9.32,7.84,20.04,37.47,1.31,0.232,0.214,0.477,-18.81,-18.23,0.58,0.45,0.692,-0.229,-0.193,0.185,21.63,2.0,test
APDA-V2-POS-0327,NASA COOLR (Verified Event),27.69147,88.58361,1,3231.0,27.75,162.7,-0.05443,-0.0141,5.77,58.7,159.88,349.55,18.35,0.383,0.348,0.698,-10.32,-12.24,-1.92,0.42,0.48,0.642,0.58,0.963,280.82,5.0,test
APDA-V2-POS-0066,NASA COOLR (Verified Event),25.75523,91.90816,1,1576.9,43.67,233.2,-0.02208,0.04213,5.62,153.77,263.89,550.24,25.58,0.36,0.324,0.692,-9.63,-19.73,-10.1,0.085,0.48,0.584,0.58,0.927,474.35,5.0,test
APDA-V2-POS-0824,NASA COOLR (Verified Event),25.60135,90.58604,1,1062.1,42.06,207.2,-0.06852,0.02818,5.31,65.76,143.57,231.07,13.56,0.5,0.462,0.941,-10.41,-15.88,-5.46,0.08,0.437,0.65,0.58,0.92,180.76,4.0,test
APDA-V2-NEG-0723,Spatial Negative Buffer Control,24.46739,92.45105,0,1018.9,5.18,5.2,0.00032,0.00078,5.93,7.0,8.53,39.33,1.17,0.061,0.056,0.124,-14.84,-17.89,-3.05,0.914,0.88,0.093,-0.131,0.48,17.41,1.0,test
APDA-V2-NEG-0294,Spatial Negative Buffer Control,27.20723,88.55675,0,1765.1,1.54,342.2,0.00453,0.01547,8.04,11.19,16.69,48.06,1.87,0.025,0.023,0.058,-13.75,-24.55,-10.79,0.821,0.878,-0.25,-0.03,0.279,29.05,1.0,test
APDA-V2-POS-0736,NASA COOLR (Verified Event),25.52696,91.87257,1,1424.6,34.09,180.7,-0.06182,-0.00421,5.08,130.68,319.35,497.12,24.95,0.341,0.313,0.711,-11.17,-11.65,-0.48,0.42,0.382,0.65,0.578,0.696,441.39,5.0,test
APDA-V2-POS-0880,NASA COOLR (Verified Event),23.72708,92.71614,1,1050.1,25.05,136.5,-0.01011,0.03255,5.46,120.06,329.18,476.78,25.68,0.433,0.39,0.852,-10.75,-16.29,-5.54,0.227,0.451,0.65,0.45,0.907,390.74,4.0,test
APDA-V2-POS-0791,NASA COOLR (Verified Event),27.18771,88.36394,1,1843.2,36.31,200.8,-0.04921,0.04368,5.06,41.75,104.74,313.42,7.3,0.41,0.376,0.77,-7.61,-15.88,-8.27,0.223,0.478,0.392,0.58,0.935,285.03,4.0,test
APDA-V2-NEG-0495,Spatial Negative Buffer Control,27.38997,88.72393,0,3073.3,8.24,270.9,-0.00087,-0.00746,6.66,8.39,24.0,33.89,1.4,0.208,0.191,0.419,-15.68,-20.32,-4.64,0.514,0.55,-0.234,-0.09,0.174,15.97,1.0,test
